,geo,indicator_name,indicator,country,income,region,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
10,aze,population,pop,Azerbaijan,Upper middle income,europe,879960,879960,879960,879960,879960,879960,879960,879960,879960,879960,879960,880346,881121,882289,883853,885817,888186,890961,894149,897751,901772,906216,911086,916387,922122,928296,934913,941976,949490,957459,965887,974778,983751,992807,1001946,1011169,1020477,1029871,1039351,1048919,1058574,1068319,1078153,1088077,1098093,1108202,1118403,1128698,1139088,1149574,1160156,1170942,1181829,1192817,1203907,1215101,1226398,1237801,1249309,1260924,1272648,1284480,1296423,1308476,1320641,1332920,1345313,1357821,1370445,1383186,1396046,1409026,1422126,1434947,1448288,1461753,1475343,1488685,1502526,1516496,1530595,1544479,1558839,1573332,1587649,1602409,1617307,1632070,1647243,1662558,1678015,1693616,1709362,1725254,1741294,1757483,1773823,1790315,1806959,1823759,1840715,1857828,1874838,1892269,1909861,1927617,1945538,1963242,1981494,1999916,2018509,2037161,2056101,2075217,2094510,2113982,2133636,2153473,2173230,2193235,2213424,2233799,2254362,2275114,2296057,2317193,2338523,2360050,2381775,2403700,2425826,2448157,2470693,2493436,2516389,2539553,2562930,2586522,2610332,2634361,2658610,2683084,2707782,2732708,2757863,2783250,2808871,2834727,2860821,2887156,2927921,2987267,3060011,3142813,3233166,3329387,3430660,3537027,3649191,3768331,3895396,4030320,4171425,4315128,4456689,4592610,4721525,4843870,4960235,5071930,5180025,5284532,5385267,5483084,5579077,5674137,5768724,5863134,5957929,6053645,6150738,6249320,6349558,6452076,6557585,6666455,6778633,6893500,7010036,7126891,7242770,7357956,7471933,7581761,7683709,7775426,7855553,7925669,7989904,8054125,8122741,8197279,8277015,8361359,8448882,8538606,8630195,8724304,8821908,8924407,9032457,9146379,9264917,9385293,9503771,9617484,9725376,9827589,9923914,10014575,10099743
11,bhs,population,pop,Bahamas,High income,americas,27350,27350,27350,27350,27350,27350,27350,27350,27350,27350,27350,27351,27353,27356,27360,27365,27371,27378,27386,27395,27404,27415,27427,27440,27454,27469,27485,27502,27520,27538,27558,27579,27600,27621,27642,27663,27684,27705,27726,27747,27768,27789,27839,27919,28029,28171,28344,28550,28790,29064,29372,29718,30081,30461,30858,31274,31707,32159,32629,33117,33624,34151,34699,35239,35773,36298,36814,37322,37820,38308,38787,39254,39703,40136,40591,41047,41502,41964,42424,42884,43343,43823,44274,44720,45182,45612,46047,46457,46892,47345,47816,48305,48814,49341,49887,50453,51040,51606,52139,52637,53100,53528,54022,54366,54663,54913,55115,55316,55520,55725,55827,55964,55830,55525,55223,54921,54622,54324,54025,53729,53434,53459,53806,54477,55157,55846,56543,57249,57963,58687,59420,60146,60866,61579,62300,63030,63768,64515,65271,66036,66809,67592,68384,69369,70553,71941,73358,74802,76274,77776,79085,79985,81426,83371,85773,88617,91897,95603,99769,104405,109528,115108,121083,127333,133698,140054,146366,152609,158627,164248,169354,173863,177839,181488,185099,188882,192902,197111,201513,206032,210661,215396,220275,225187,230015,234687,239131,243393,247579,251849,256336,261116,266134,271165,275895,280150,283790,286970,290060,293572,297890,303135,309157,315746,322526,329249,335830,342328,348676,354856,360832,366568,372039,377240,382169,386838,391232,395361,399285,403095,406839
12,bhr,population,pop,Bahrain,High income,asia,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64474,64473,64473,64472,64472,64471,64471,64470,64470,64469,64486,64519,64571,64639,64725,64829,64950,65089,65246,65421,65614,65825,65968,66222,66496,66791,67064,67416,67791,68169,68543,68924,69308,69689,70076,70467,70854,71249,71645,72044,72445,72848,73254,73662,74072,74484,74899,75315,75735,76156,76580,77002,77431,77862,78296,78731,79164,79605,80048,80493,80940,81390,81947,82611,83384,84164,84952,85748,86551,87362,88180,89006,89840,90681,91531,92388,93253,94127,95009,95898,96797,97703,98619,99542,100475,101416,102366,103325,104292,105269,106255,107251,108255,109269,110293,111326,112369,113421,114484,115611,116832,119586,123489,128253,133585,139268,145109,150982,156777,162427,167894,173144,178140,182887,187431,191780,196063,200653,206043,212605,220312,229155,239527,251911,266543,283752,303175,323473,342798,359888,374120,385950,396454,407227,419430,433482,448973,465202,481090,495931,509765,523087,536213,549588,563699,578668,594930,613702,636545,664614,697549,735148,778711,829848,889168,958414,1035891,1114590,1185029,1240862,1278269,1300217,1315411,1336397,1371855,1425171,1492584,1566993,1637896,1697765
13,bgd,population,pop,Bangladesh,Lower middle income,asia,19227358,19265271,19303260,19341323,19379461,19417674,19455963,19494327,19532767,19571282,19611269,19652107,19695201,19740567,19788216,19838164,19890424,19945010,20001936,20061216,20122865,20186896,20253324,20322164,20393429,20467134,20543294,20621924,20703037,20786650,20872777,20961432,21050464,21139874,21229663,21319835,21410389,21501327,21592652,21684365,21776468,21868961,21961848,22055129,22148806,22242881,22337356,22432232,22527510,22623194,22719284,22812155,22905405,22999035,23093048,23187444,23282226,23377394,23472951,23568898,23665237,23763867,23864809,23968082,24073707,24181705,24292094,24404897,24520134,24637826,24757994,24880659,25005842,25122046,25252925,25386593,25523073,25655881,25799852,25946972,26094931,26241342,26390977,26541466,26690684,26842880,26995943,27148023,27302825,27458509,27615079,27772542,27930903,28090165,28250335,28411417,28573417,28736340,28900191,29064976,29230700,29397367,29563301,29731864,29901387,30071875,30243335,30413347,30586753,30761146,30936533,31112210,31289597,31458952,31620187,31773212,31926978,32081487,32243650,32404898,32566952,32729817,32893496,33057993,33223313,33389460,33556438,33724251,33892903,34103767,34357413,34654415,34953984,35256143,35560913,35868319,36178381,36491124,36806571,37124744,37445668,37642123,37713220,37658061,37602983,37547985,37511346,37493041,37493041,37493041,37894681,38705076,39491056,40300362,41169065,42121524,43169927,44314819,45546484,46847445,48199747,49592802,51030137,52532417,54129100,55834038,57672990,59620669,61579473,63417394,65047770,66424744,67597470,68691185,69884420,71305923,72999136,74925896,77033846,79236776,81470860,83721268,86007331,88338242,90732362,93199865,95742431,98343809,100975321,103599232,106188642,108727432,111221938,113695139,116182267,118706871,121269645,123854640,126447965,129029691,131581243,134107160,136600667,139019001,141307489,143431101,145368004,147139191,148805814,150454708,152149102,153911916,155727053,157571292,159405279,161200886,162951560,164669751,166368149,168065920,169775309
14,brb,population,pop,Barbados,High income,americas,81729,81729,81729,81729,81729,81729,81729,81729,81729,81729,81729,81793,81923,82120,82384,82718,83121,83595,84142,84762,85456,86227,87075,88002,89008,90096,91266,92519,93858,95284,96798,98401,100031,101688,103372,105084,106825,108594,110393,112221,114080,115969,117859,119750,121641,123531,125421,127310,129197,131082,132965,134844,136675,138458,140190,141870,143498,145071,146589,148049,149452,150794,152077,153330,154553,155744,156903,158029,159122,160181,161205,162194,163148,164079,165051,166034,167026,167997,169011,170035,171071,172089,173141,174202,175249,176330,177429,178516,179647,180796,181964,183151,184356,185581,186824,188088,189370,190319,190926,191191,191119,190710,190872,189674,188067,186055,183639,181182,178830,176508,174350,172157,170366,168818,167283,165762,164256,162762,161284,159819,158368,157849,158262,159608,160964,162333,163713,165104,166508,167923,169351,170790,172242,173706,175183,176672,178173,179688,181215,182756,184309,185876,187456,189050,190657,192277,194734,198050,202252,206543,210992,215703,219636,222809,225260,227073,228350,229212,229830,230349,230939,231678,232586,233587,234547,235374,236044,236621,237199,237913,238848,240035,241441,242976,244539,246034,247444,248784,250032,251177,252194,253080,253841,254518,255193,255924,256736,257611,258527,259458,260374,261275,262184,263089,264015,264959,265942,266945,267950,268922,269847,270685,271478,272258,273091,274009,275039,276150,277319,278470,279569,280601,281585,282509,283385,284217,284996,285719,286388,287010,287568
15,blr,population,pop,Belarus,Upper middle income,europe,2355081,2355081,2355081,2355081,2355081,2355081,2355081,2355081,2355081,2355081,2355081,2356113,2358186,2361309,2365493,2370748,2377082,2384506,2393030,2402665,2413420,2425305,2438331,2452509,2467849,2484362,2502059,2520950,2541046,2562359,2584900,2608680,2632679,2656898,2681340,2706008,2730902,2756025,2781379,2806966,2832789,2858849,2885149,2911691,2938478,2965510,2992792,3020324,3048110,3076151,3104450,3133208,3162233,3191527,3221092,3250931,3281046,3311440,3342116,3373076,3404323,3435859,3467687,3499811,3532231,3564952,3597976,3631306,3664945,3698896,3733160,3767743,3802645,3836799,3872341,3908213,3944417,3979955,4016823,4054033,4091588,4128567,4166812,4205411,4243538,4282848,4322522,4361832,4402237,4443017,4484175,4525714,4567638,4609950,4652654,4695753,4739252,4783154,4827462,4872181,4917314,4962865,5008138,5054531,5101353,5148609,5196302,5243412,5291983,5341005,5390481,5440111,5490504,5541365,5592696,5644504,5696791,5749562,5802333,5855712,5909582,5963947,6018813,6074183,6130063,6186456,6243369,6300805,6358770,6417267,6476303,6535882,6596009,6656690,6717928,6779730,6842100,6905045,6968568,7032675,7097373,7162665,7228559,7295058,7362169,7429898,7498250,7567230,7636845,7707100,7745002,7717072,7710087,7723232,7755061,7803537,7865984,7939122,8019184,8102198,8184631,8264142,8340236,8414515,8489930,8568454,8650318,8734042,8817942,8899691,8977639,9051218,9120964,9187675,9252678,9316955,9380452,9443001,9505452,9568883,9633888,9700245,9767260,9834424,9901045,9966154,10030068,10091633,10146632,10189615,10216846,10226493,10219918,10200510,10173355,10142308,10109072,10073061,10033061,9986933,9933609,9872961,9807132,9740054,9676902,9621543,9575043,9536864,9507331,9486239,9473071,9468500,9471730,9478902,9484851,9485772,9480042,9468338,9452113,9433874,9415431
16,bel,population,pop,Belgium,High income,europe,3138137,3152306,3166538,3180835,3195197,3209623,3224114,3238671,3253294,3267982,3283959,3299476,3315795,3332912,3350824,3369577,3389119,3409494,3430748,3452829,3475782,3499557,3524149,3549557,3575823,3602946,3630921,3659746,3689465,3720075,3751571,3784000,3816714,3849667,3882857,3916286,3949952,3983905,4018143,4052571,4087429,4122048,4156524,4190810,4224952,4258905,4292667,4326286,4359714,4392952,4426000,4459059,4492118,4525129,4558093,4591058,4623974,4656844,4689713,4721059,4753834,4786608,4820002,4853968,4888600,4923852,4959723,4996546,5034227,5072908,5112495,5153748,5196572,5235513,5280844,5327808,5376561,5420308,5472678,5523637,5574831,5624971,5677656,5730541,5786032,5841590,5898456,5957462,6014482,6071776,6129251,6185454,6242658,6301043,6360611,6421361,6485475,6552681,6622343,6693823,6767030,6841511,6912568,6994152,7077403,7161766,7239239,7333048,7397676,7449502,7499928,7536153,7592180,7660877,7717239,7749263,7751283,7718297,7673616,7614606,7562598,7543594,7571266,7638944,7708289,7777967,7843645,7906655,7969332,8026675,8079351,8130693,8182368,8227709,8261715,8289719,8317724,8346395,8372066,8372066,8339394,8291053,8256380,8261381,8292053,8333727,8386735,8459414,8541761,8601268,8637519,8680166,8727986,8779273,8832697,8887274,8942404,8997841,9053636,9110067,9167365,9225407,9283540,9340415,9394292,9443939,9488753,9529042,9565595,9599651,9632180,9663324,9692846,9720761,9747020,9771586,9794777,9816696,9836814,9854377,9868995,9880592,9889824,9897880,9906371,9916578,9928542,9942289,9959020,9980176,10006544,10039445,10078101,10118674,10155919,10186305,10208275,10223789,10237299,10255160,10282033,10319019,10364885,10419032,10480117,10546886,10619567,10697835,10779173,10860290,10938739,11013083,11083550,11151512,11219161,11287940,11358379,11429336,11498519,11562784,11619972
17,blz,population,pop,Belize,Upper middle income,americas,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25527,25528,25529,25531,25534,25537,25541,25546,25551,25556,25562,25569,25576,25583,25592,25600,25610,25620,25630,25641,25652,25664,25675,25687,25698,25710,25722,25733,25745,25756,25768,25779,25791,25802,25814,25826,25837,25849,25860,25872,25884,25891,25893,25889,25880,25866,25846,25821,25791,25755,25714,25682,25659,25644,25638,25641,25654,25675,25705,25745,25794,25860,25860,25970,26105,26266,26372,26593,26843,27123,27365,27671,27992,28282,28639,29022,29404,29836,30286,30754,31240,31746,32270,32815,33380,33966,34539,35089,35614,36115,36589,37116,37527,37902,38241,38541,38838,39144,39451,39793,40125,40549,41030,41518,42011,42510,43015,43524,44040,44561,45100,45657,46232,46815,47404,48001,48606,49218,49838,50466,51053,51599,52103,52612,53125,53644,54167,54696,55230,55769,56313,56863,57418,57979,58545,59704,61487,63922,66454,68919,71241,73427,75560,77687,79870,82141,84509,86956,89490,92064,94703,97384,100164,103069,106119,109347,112692,116061,119261,122182,124793,127150,129294,131307,133260,135147,136989,138965,141305,144155,147566,151500,155822,160347,164921,169568,174320,179028,183469,187552,191126,194317,197616,201674,206963,213676,221606,230284,239026,247315,254984,262206,269130,276089,283277,290747,298407,306165,313929,321608,329192,336701,344181,351694,359288,366954,374681,382444,390231,398007
18,ben,population,pop,Benin,Low income,africa,636559,636559,636559,636559,636559,636559,636559,636559,636559,636559,636559,636855,637451,638349,639552,641063,642886,645022,647476,650250,653348,656772,660526,664614,669038,673801,678907,684360,690162,696317,702829,709702,716641,723648,730723,737868,745083,752368,759725,767153,774654,782228,789877,797600,805398,813273,821225,829255,837363,845551,853818,862203,870670,879220,887855,896574,905378,914269,923248,932314,941470,950715,960052,969479,979000,988614,998323,1008126,1018026,1028024,1038119,1048314,1058608,1068667,1079162,1089759,1100461,1110952,1121862,1132879,1144004,1154947,1166289,1177742,1189045,1200722,1212514,1224189,1236211,1248351,1260610,1272989,1285490,1298114,1310862,1323735,1336734,1349861,1363117,1376503,1390021,1403671,1417232,1431149,1445203,1459396,1473727,1487871,1502482,1517236,1532136,1547084,1562277,1577619,1593111,1608756,1624554,1640508,1656525,1672722,1689077,1705592,1722269,1739109,1756113,1773284,1790623,1808131,1825810,1843663,1861689,1879892,1898273,1916834,1935576,1954502,1973612,1992910,2012396,2032072,2051941,2072005,2092264,2112722,2133379,2154239,2175302,2196572,2218049,2239736,2255226,2258476,2264871,2274476,2287385,2303587,2323056,2345717,2371453,2400127,2431622,2465867,2502896,2542859,2585965,2632356,2682159,2735307,2791590,2850661,2912340,2976572,3043567,3113675,3187412,3265165,3347173,3433439,3523938,3618526,3717165,3820128,3927714,4039949,4156819,4278501,4404506,4535263,4672852,4820016,4978496,5149499,5331803,5521763,5714220,5905558,6094259,6281639,6470265,6664098,6865951,7076733,7295394,7520555,7750004,7982225,8216896,8454791,8696916,8944706,9199259,9460802,9729160,10004451,10286712,10575952,10872298,11175692,11485674,11801595,12122985
19,btn,population,pop,Bhutan,Lower middle income,asia,89989,89989,89989,89989,89989,89989,89989,89989,89989,89989,89989,90010,90051,90114,90197,90302,90427,90574,90743,90933,91144,91378,91633,91910,92209,92530,92874,93239,93628,94039,94472,94929,95387,95848,96311,96776,97244,97714,98186,98660,99137,99616,100097,100581,101066,101555,102045,102538,103034,103531,104032,104596,105163,105733,106306,106883,107462,108045,108630,109219,109811,110406,111005,111606,112211,112819,113430,114045,114662,115284,115908,116536,117167,117792,118430,119071,119716,120356,121008,121663,122321,122976,123641,124310,124976,125653,126333,127010,127697,128388,129083,129781,130483,131189,131898,132612,133329,134050,134775,135503,136236,136972,137708,138452,139200,139953,140709,141462,142226,142995,143767,144542,145323,146108,146897,147690,148488,149290,149983,150708,151436,152167,152902,153641,154383,155129,155879,156632,157388,158149,158913,159680,160452,161227,162006,162788,163575,164365,165159,165957,166759,167564,168374,169187,170005,170826,171651,172480,173314,174151,176797,180825,184790,188816,193011,197457,202174,207165,212384,217773,223288,228918,234706,240778,247325,254464,262244,270622,279515,288774,298301,308053,318045,328312,338943,349982,361455,373324,385384,397390,409172,420380,431050,441847,453720,467178,482952,500437,517273,530257,537280,537284,531525,523117,516503,514877,519282,528754,542155,557543,573416,589600,606399,623434,640282,656639,672228,686958,700950,714458,727641,740510,752967,764961,776448,787386,797765,807610,817054,826229,835245
20,bol,population,pop,Bolivia,Lower middle income,americas,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100390,1101172,1102350,1103927,1105905,1108288,1111078,1114279,1117893,1121924,1126375,1131249,1136549,1142278,1148439,1155036,1162072,1169550,1177474,1185846,1194670,1203560,1212516,1221539,1230629,1239787,1249013,1258307,1267671,1277104,1286397,1295549,1304556,1313418,1322132,1330696,1339108,1347366,1355468,1363412,1373148,1382744,1392196,1401502,1410658,1419663,1428512,1437203,1445733,1454099,1462297,1470537,1478819,1487144,1495511,1503922,1512376,1520874,1529415,1538000,1546629,1555303,1563934,1572696,1581503,1590355,1599169,1608110,1617097,1626131,1635135,1644264,1653440,1662596,1671869,1681190,1690500,1699919,1709387,1718905,1728473,1738091,1747759,1757478,1767247,1777732,1788835,1800652,1813184,1826430,1840391,1853479,1869224,1885950,1903539,1921288,1938909,1957051,1975233,1993674,2012084,2030680,2056583,2090184,2131149,2173308,2215934,2255850,2297091,2333953,2366070,2393807,2421544,2449647,2477749,2506581,2535778,2565341,2594903,2624830,2655122,2686144,2717531,2749283,2781035,2813152,2845634,2878481,2911693,2945269,2979576,3014248,3049284,3084686,3120453,3156584,3193081,3229942,3156084,3089646,3140336,3193289,3248461,3305836,3365360,3427002,3490684,3556360,3623965,3693449,3764813,3838097,3913395,3990857,4070590,4152668,4237125,4324064,4413590,4505778,4600591,4698083,4798509,4902168,5009257,5119833,5233677,5350322,5469123,5589575,5711599,5835182,5959960,6085496,6211550,6337893,6464732,6592787,6723046,6856244,6992521,7131707,7273825,7418861,7566714,7717443,7870855,8026254,8182712,8339512,8496375,8653345,8810420,8967741,9125409,9283334,9441444,9599855,9758748,9918242,10078343,10239004,10400264,10562159,10724705,10887882,11051600,11215674,11379861,11543982
21,bih,population,pop,Bosnia and Herzegovina,Upper middle income,europe,851806,851806,851806,851806,851806,851806,851806,851806,851806,851806,851806,852163,852880,853961,855408,857224,859414,861980,864926,868255,871970,876074,880572,885466,890761,896459,902564,909080,916010,923359,931129,939324,947592,955932,964346,972834,981396,990034,998748,1007539,1016407,1025353,1034378,1043482,1052666,1061932,1071278,1080707,1090219,1099815,1109495,1119185,1128960,1138820,1148766,1158799,1168920,1179129,1189427,1199815,1210294,1220864,1231527,1242283,1253132,1264077,1275117,1286253,1297487,1308819,1320250,1331780,1343411,1354798,1366630,1378566,1390606,1402428,1414676,1427031,1439494,1451769,1464448,1477238,1489873,1502885,1516010,1529015,1542369,1555840,1569428,1583134,1596961,1610908,1624977,1639169,1653484,1667925,1682492,1697186,1712008,1726960,1741820,1757032,1772377,1787856,1803470,1818895,1834780,1850804,1866968,1883177,1899623,1916214,1932949,1949830,1966859,1984036,2001544,2019161,2036933,2054861,2072948,2091193,2109599,2128167,2146898,2165794,2184857,2204087,2223487,2243057,2262800,2282716,2302808,2323077,2343523,2364150,2384959,2405950,2427127,2448489,2470040,2491781,2513712,2535837,2558157,2580673,2603387,2626301,2661296,2710651,2764713,2821308,2878849,2936309,2993271,3049919,3106894,3165191,3225668,3288602,3353226,3417574,3478995,3535640,3586634,3632669,3675452,3717466,3760527,3805285,3851151,3897255,3942223,3985103,4025265,4063191,4100350,4138819,4179855,4222511,4265310,4308106,4350746,4392130,4435504,4478519,4508056,4506653,4463422,4371603,4239154,4087999,3948816,3843712,3780378,3752431,3750485,3759118,3766706,3771284,3775807,3779247,3781287,3781530,3779468,3774000,3763599,3746561,3722084,3688865,3648200,3604999,3566002,3535961,3516816,3507017,3503554,3501774,3498210
22,bwa,population,pop,Botswana,Upper middle income,africa,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121000,121030,121060,121090,121120,121150,121180,121210,121240,121270,121300,121330,121360,121390,121420,121450,121480,121510,121540,121570,121600,121630,121660,121690,121720,121750,121780,121810,121840,121870,121900,121929,121959,121989,122019,122049,122079,122109,122139,122169,122199,122229,122259,122289,122319,122349,122379,122409,122439,122469,122551,122685,122750,122971,123257,123607,124023,124434,125044,125657,126673,127557,129530,132207,134939,137728,140574,143479,146397,149386,152436,156437,161442,167506,173797,180325,187097,194124,201415,208980,216829,224973,233423,242190,251286,260724,268100,273310,276246,279214,282214,285246,288310,291408,294539,297703,308502,327677,356031,386838,412531,425265,437169,448442,459238,469740,480148,490626,501398,512647,524552,537249,550840,565353,580799,597190,614613,633154,652843,673640,695597,718639,742835,768512,796095,825840,857855,891926,927585,964166,1001158,1038397,1075889,1113539,1151292,1189114,1226810,1264314,1301818,1339624,1377912,1416731,1455833,1494693,1532622,1569094,1604060,1637635,1669625,1699862,1728340,1754935,1779953,1804339,1829330,1855852,1884238,1914414,1946351,1979882,2014866,2051339,2089315,2128507,2168573,2209197,2250260,2291661,2333201,2374636,2415766
23,bra,population,pop,Brazil,Upper middle income,americas,3639636,3678743,3718270,3758222,3798603,3839418,3880671,3922368,3964513,4007110,4058652,4103367,4149685,4197643,4247275,4298619,4351710,4406588,4463290,4521855,4582325,4644739,4709139,4775566,4844066,4914680,4987454,5062432,5139663,5219192,5301068,5385339,5470950,5557922,5646276,5736036,5827222,5919857,6013965,6109570,6206694,6305149,6404954,6506126,6608684,6712647,6818032,6924860,7033150,7142922,7254194,7368030,7483439,7600444,7719066,7839327,7961250,8084856,8210168,8337210,8466005,8598165,8734010,8873650,9017150,9164571,9316068,9471701,9631576,9795797,9964419,10137593,10315418,10479440,10667073,10859847,11057917,11246611,11456866,11673061,11893392,12106746,12335204,12568012,12794883,13042044,13299634,13544187,13820466,14109162,14410739,14725566,15054108,15396826,15754092,16126463,16512388,16902996,17298381,17698545,18103490,18513217,18923954,19341472,19762800,20187717,20618800,21037526,21486703,21945485,22414075,22885956,23374714,23873698,24383583,24904038,25436078,25979032,26528965,27091549,27660864,28235225,28814633,29404809,30007097,30621836,31249023,31888997,32542093,33208649,33888999,34583145,35291423,36014170,36752057,37505087,38273257,39057242,39857377,40674000,41545131,42480529,43482886,44516534,45575082,46658528,47767883,48903483,50066338,51929303,53974729,55619224,57307476,59030858,60784892,62569196,64387823,66248946,68164042,70146513,72207554,74351763,76573248,78854019,81168654,83498020,85837799,88191378,90557064,92935072,95326793,97728961,100143598,102584278,105069367,107612100,110213082,112867867,115577669,118342626,121159761,124030908,126947365,129882321,132800684,135676281,138499464,141273488,144001542,146691981,149352145,151976577,154564278,157132682,159705123,162296612,164913306,167545164,170170640,172759243,175287587,177750670,180151021,182482149,184738458,186917361,189012412,191026637,192979029,194895996,196796269,198686688,200560983,202408632,204213133,205962108,207652865,209288278,210867954,212392717,213863046
24,brn,population,pop,Brunei,High income,asia,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2128,2130,2134,2141,2149,2160,2174,2189,2207,2228,2251,2277,2305,2336,2369,2406,2445,2488,2533,2581,2632,2687,2743,2799,2857,2916,2977,3039,3101,3166,3231,3298,3367,3436,3507,3580,3654,3730,3807,3886,3966,4048,4132,4217,4304,4393,4484,4577,4671,4767,4866,4970,5079,5194,5315,5443,5577,5718,5866,6021,6184,6354,6533,6686,6882,7088,7304,7501,7740,7991,8250,8495,8770,9054,9326,9628,9940,10242,10574,10917,11271,11636,12013,12403,12805,13220,13649,14091,14548,15020,15507,16010,16501,17036,17588,18158,18747,19309,19935,20581,21180,21808,22285,22659,23039,23425,23819,24218,24627,25042,25463,25871,26265,26644,27028,27417,27812,28213,28620,29032,29451,29928,30466,31067,31679,32304,32940,33590,34252,34927,35616,36318,37034,37764,38509,39268,40042,41298,43069,45393,48001,50961,53927,56968,60120,63420,66862,70457,74150,77919,81745,85596,89516,93576,97848,102425,107316,112494,117950,123653,129583,135726,142073,148560,155109,161671,168224,174773,181257,187656,193949,200085,206128,212136,218227,224512,230972,237622,244458,251514,258785,266274,273963,281751,289525,297192,304699,312038,319222,326289,333241,340117,346867,353389,359523,365158,370250,374864,379252,383772,388662,394013,399748,405716,411704,417542,423196,428697,434076,439336,444519
25,bgr,population,pop,Bulgaria,Upper middle income,europe,1992320,2001629,2010981,2020378,2029818,2039302,2048830,2058403,2068021,2077684,2088223,2097959,2107719,2117503,2127312,2137144,2147001,2156882,2166788,2176718,2186672,2196650,2206652,2216679,2226731,2236806,2246907,2257031,2267180,2277353,2287551,2297773,2308041,2318355,2328715,2339121,2349574,2360073,2370619,2381213,2391853,2402211,2412284,2422071,2431569,2440776,2449692,2458313,2466639,2474667,2482395,2489864,2497029,2503889,2510442,2516686,2522618,2528238,2533543,2538530,2543199,2549117,2556638,2565788,2576594,2589082,2603279,2619212,2636909,2656398,2677708,2700867,2725906,2744010,2773335,2804803,2838447,2869346,2908902,2950968,2993642,3035269,3079162,3123690,3167343,3213306,3260097,3305964,3354349,3403632,3453830,3504957,3557032,3610070,3664089,3719106,3774137,3828984,3883630,3938061,3992259,4046210,4101075,4153970,4206327,4258123,4310557,4362116,4415830,4472233,4531387,4590745,4657558,4718716,4774066,4823455,4873354,4923770,4974596,5025974,5085764,5164135,5261911,5371368,5483160,5596621,5704075,5798514,5880273,5956692,6034446,6113201,6193291,6274382,6350801,6418210,6473272,6522995,6571382,6622106,6672496,6724888,6778949,6835679,6892744,6950141,7009875,7072612,7137685,7200088,7250999,7310510,7371970,7434611,7497873,7561405,7625105,7689047,7753528,7818912,7885525,7953378,8022060,8090600,8157722,8222470,8284335,8343387,8399919,8454501,8507476,8558968,8608611,8655674,8699139,8738361,8772535,8801885,8828014,8853187,8878775,8905069,8930671,8953074,8968856,8975291,8972469,8960472,8936557,8897446,8841371,8766890,8676243,8575889,8474669,8379180,8291872,8211726,8137564,8066883,7997787,7930546,7866086,7803881,7743264,7683763,7624959,7566949,7510331,7456030,7404590,7356213,7310383,7266141,7222145,7177396,7131494,7084571,7036848,6988739,6940527
