,country,indicator_name,geo,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
10,Argentina,Child mortality (under age five),arg,u5mr,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,402.19,403.44,403.44,403.44,404.69,405.96,407.24,408.51,409.79,405.96,402.19,399.7,395.95,392.21,393.46,395.95,397.2,399.69,400.9,392.11,383.46,374.86,366.3,357.85,350.61,337.403,324.693,312.463,300.693,289.366,278.466,267.977,257.882,248.168,238.82,229.61,205.35,195.97,194.09,194.09,201.61,220.33,212.85,199.73,179.05,171.55,171.55,179.05,188.45,184.69,197.85,173.43,162.22,149.27,149.27,140.16,125.89,143.79,160.37,143.79,140.16,154.8,131.19,131.19,122.37,124.13,113.71,115.43,117.16,103.53,110.29,95.24,91.99,93.6,91.99,88.79,85.73,81.22,84.24,76.57,93.6,82.73,77.863,73.282,68.971,64.913,61.094,57.5,57.5,58.7,58.6,58.4,73.2,72.4,71.4,70.2,68.6,66.5,63.8,60.2,56.1,51.6,47.3,43.5,40.1,37.2,34.7,32.7,31.1,30.0,29.4,29.1,29.0,28.8,28.3,27.6,26.6,25.4,24.3,23.2,22.1,21.1,20.2,19.4,18.7,18.1,17.6,17.1,16.6,16.1,15.8,15.4,15.0,14.5,13.9,13.3,12.7,12.1,11.6,11.1,10.944,10.62,10.306,10.007
11,Armenia,Child mortality (under age five),arm,u5mr,371.2,370.715,370.23,369.746,369.263,368.78,368.298,367.817,367.336,366.856,366.377,365.898,365.419,364.942,364.465,363.988,363.513,363.037,362.563,362.089,361.616,361.143,360.671,360.2,359.729,359.259,358.789,358.32,357.852,357.384,356.917,356.45,355.984,355.519,355.054,354.59,354.127,353.664,353.202,352.74,352.279,351.818,351.359,350.899,350.441,349.983,349.525,349.068,348.612,348.156,347.701,347.247,346.793,346.34,345.887,345.435,344.983,344.532,344.082,343.632,343.183,342.734,342.287,341.839,341.392,340.946,340.5,340.055,339.611,339.167,338.724,338.281,337.839,337.397,336.956,336.516,336.076,335.637,335.198,334.76,334.322,333.885,333.449,333.013,332.578,332.143,331.709,331.275,330.842,330.41,329.978,329.547,329.116,328.686,328.256,327.827,327.398,326.97,326.543,326.116,325.69,321.818,317.992,314.212,310.476,306.785,303.138,299.534,295.973,292.454,288.977,285.542,282.147,278.793,275.478,272.203,268.967,265.769,262.61,259.488,256.403,253.354,250.342,247.366,244.425,241.519,238.648,235.811,233.007,230.237,227.5,222.09,216.775,211.556,206.433,201.405,196.472,191.634,186.89,182.24,177.684,173.219,168.847,164.565,160.373,156.271,152.256,148.328,144.487,140.73,137.056,135.929,133.686,131.466,129.271,127.099,124.95,122.824,120.719,118.633,116.561,114.505,112.46,110.429,108.417,106.425,104.455,102.517,100.62,98.778,97.012,95.345,93.785,92.323,90.952,89.628,88.3,84.7,81.3,78.0,75.0,72.0,69.1,66.5,63.9,61.4,59.0,56.6,81.6,52.0,49.7,47.4,45.1,42.9,40.7,38.7,36.8,35.0,33.3,31.6,30.1,28.6,27.2,25.9,24.6,23.4,22.2,21.1,20.0,19.0,18.1,17.2,16.3,15.5,14.7,14.0,13.4,13.231,12.92,12.609,12.281
12,Aruba,Child mortality (under age five),abw,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.309,105.483,98.12,91.334,85.126,79.494,74.432,69.927,65.954,62.477,59.443,56.791,54.445,52.322,50.347,48.45,46.585,44.751,42.951,41.173,39.426,37.737,36.14,34.658,33.29,32.018,30.808,29.635,28.489,27.375,26.327,25.389,24.599,23.975,23.515,23.198,22.991,22.844,22.716,22.585,22.439,22.282,22.132,22.0,21.882,21.779,21.687,21.601,21.511,21.407,21.272,21.093,20.863,20.582,20.254,19.886,19.492,19.09,18.696,18.32,17.969,17.645,17.342,17.056,16.782,16.52,16.265,16.013,15.762,15.51,15.256
13,Australia,Child mortality (under age five),aus,u5mr,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,390.99,359.677,330.871,304.372,279.996,257.572,236.943,217.967,200.511,184.452,169.68,156.65,182.81,175.3,195.97,222.2,184.69,199.73,207.23,177.18,180.93,179.05,214.72,188.45,195.97,201.61,197.85,179.05,179.05,209.1,162.22,177.18,160.37,179.05,156.65,151.1,175.3,158.51,201.61,179.05,149.27,156.65,162.22,169.68,117.16,117.16,118.9,115.43,110.29,100.18,105.2,93.6,100.18,100.18,98.52,93.6,96.88,75.01,79.68,95.24,95.24,89.08,70.99,79.48,76.05,69.76,70.23,72.27,71.57,68.14,63.78,54.35,53.64,53.3,58.03,53.59,55.81,50.67,50.45,50.47,50.17,52.49,51.49,50.27,41.42,37.93,38.52,35.78,33.93,31.51,31.6,31.0,30.3,29.5,28.7,28.0,27.3,26.6,26.0,25.4,24.9,24.3,23.7,23.2,22.7,22.4,22.1,22.0,21.9,21.7,21.4,21.0,20.3,19.4,18.4,17.3,16.2,15.2,14.4,13.6,13.0,12.6,12.2,11.9,11.6,11.3,11.0,10.6,10.2,9.7,9.2,8.7,8.2,7.7,7.3,7.0,6.8,6.6,6.4,6.3,6.2,6.1,6.0,5.9,5.8,5.7,5.6,5.4,5.2,5.0,4.8,4.6,4.3,4.2,4.0,3.8,3.7,3.52,3.398,3.291,3.2
14,Austria,Child mortality (under age five),aut,u5mr,387.32,373.006,359.221,345.945,333.16,320.848,308.99,325.26,315.5,299.15,302.43,307.34,295.89,302.43,326.89,305.71,289.32,292.6,294.24,307.34,299.15,300.8,321.99,297.52,312.26,320.37,317.13,294.24,305.71,284.37,385.13,436.85,394.8,422.24,440.1,402.88,383.5,410.94,389.96,414.12,396.42,407.72,398.04,420.61,373.78,401.27,407.72,403.367,399.061,394.8,407.72,393.18,393.18,368.92,443.35,451.47,391.57,388.35,406.11,412.55,385.13,428.73,406.11,420.61,406.11,438.48,451.47,410.94,402.88,393.18,410.94,414.12,438.48,470.96,422.24,394.8,401.27,418.99,409.33,389.96,406.11,406.11,415.74,410.94,401.27,414.12,406.11,396.42,404.5,383.5,420.61,394.8,420.61,377.02,407.72,391.57,373.78,370.54,364.1,356.05,375.39,339.88,351.19,349.57,341.52,375.39,328.51,339.88,323.63,339.88,307.34,336.63,294.24,308.99,279.42,354.43,312.26,302.43,313.89,253.24,253.24,253.24,253.24,227.77,201.61,184.69,192.21,195.97,186.57,173.43,156.65,153.574,157.829,135.072,130.5,141.591,130.07,127.298,106.505,94.589,95.33,88.439,93.69,100.467,113.495,232.228,100.801,90.429,78.96,73.797,63.388,62.185,59.77,57.342,54.9,53.3,51.7,49.9,47.9,45.5,42.8,40.2,37.9,35.9,34.2,32.7,31.5,30.5,29.8,29.3,29.0,28.7,28.0,26.8,25.1,23.1,21.1,19.4,18.1,17.1,16.2,15.5,14.8,14.0,13.3,12.6,11.9,11.2,10.5,10.0,9.5,9.1,8.5,7.9,7.4,6.8,6.4,6.0,5.8,5.6,5.5,5.4,5.3,5.2,5.1,4.9,4.8,4.6,4.6,4.5,4.3,4.2,4.1,3.9,3.7,3.6,3.5,3.093,2.891,2.731,2.616
15,Azerbaijan,Child mortality (under age five),aze,u5mr,384.0,383.215,382.431,381.649,380.869,380.09,379.313,378.537,377.763,376.991,376.22,375.45,374.683,373.916,373.152,372.389,371.627,370.867,370.109,369.352,368.597,367.843,367.091,366.34,365.591,364.844,364.098,363.353,362.61,361.869,361.129,360.39,359.653,358.918,358.184,357.451,356.72,355.991,355.263,354.537,353.812,353.088,352.366,351.646,350.926,350.209,349.493,348.778,348.065,347.353,346.643,345.934,345.227,344.521,343.816,343.113,342.412,341.711,341.013,340.315,339.619,338.925,338.232,337.54,336.85,336.161,335.474,334.788,334.103,333.42,332.738,332.058,331.379,330.701,330.025,329.35,328.677,328.005,327.334,326.664,325.996,325.33,324.665,324.001,323.338,322.677,322.017,321.359,320.702,320.046,319.391,318.738,318.086,317.436,316.787,316.139,315.493,314.848,314.204,313.561,312.92,309.881,306.871,303.89,300.939,298.016,295.121,292.255,289.416,286.605,283.821,281.065,278.335,275.631,272.954,270.303,267.678,265.078,262.503,259.953,257.429,254.928,252.452,250.0,247.572,245.167,242.786,240.428,238.093,235.78,233.49,230.462,227.473,224.523,221.612,218.738,215.901,213.101,210.338,207.61,204.918,202.26,199.637,197.048,194.493,191.971,189.481,187.024,184.599,182.205,179.842,174.271,168.873,163.642,158.572,153.66,148.9,144.288,139.818,135.487,131.29,127.223,123.282,119.463,115.763,112.177,108.702,105.335,102.072,98.91,95.846,92.877,90.0,91.622,93.273,94.954,96.665,98.407,100.181,101.986,103.824,105.695,107.3,104.9,102.7,100.7,98.8,97.1,95.6,94.7,94.5,94.9,95.3,95.6,95.4,94.1,91.9,88.6,84.4,79.6,74.3,69.1,64.0,59.5,55.5,51.9,48.8,46.0,43.5,41.2,39.2,37.4,35.9,34.5,33.2,32.0,30.9,30.852,30.345,29.808,29.215
16,Bahamas,Child mortality (under age five),bhs,u5mr,471.04,466.972,462.94,458.942,454.979,451.05,447.155,443.293,439.465,435.67,431.908,428.178,424.481,420.815,417.181,413.578,410.007,406.466,402.956,399.476,396.027,392.607,389.216,385.855,382.523,379.22,375.945,372.699,369.48,366.289,363.126,359.99,356.882,353.8,350.745,347.716,344.713,341.736,338.785,335.86,332.959,330.084,327.233,324.408,321.606,318.829,316.076,313.346,310.64,307.958,305.298,302.662,300.048,297.457,294.888,292.342,289.817,287.315,284.833,282.374,279.935,277.518,275.121,272.746,270.39,268.055,265.74,263.446,261.171,258.915,256.679,254.463,252.265,250.087,247.927,245.786,243.664,241.56,239.474,237.406,235.355,233.323,231.308,229.311,227.33,225.367,223.421,221.492,219.579,217.683,215.803,213.939,212.092,210.26,208.445,206.645,204.86,203.091,201.337,199.599,197.875,196.166,194.472,192.793,191.128,189.477,187.841,186.219,184.611,183.017,181.436,179.869,178.316,176.776,175.25,173.736,172.236,170.749,169.274,167.812,166.363,164.927,163.502,162.09,160.691,159.303,157.927,156.564,155.212,153.871,152.542,146.944,141.43,136.001,130.655,125.391,120.208,115.106,110.082,105.137,100.269,95.477,90.761,86.119,81.55,77.054,72.629,68.275,63.991,59.776,55.628,54.661,52.754,50.901,49.102,47.358,45.667,44.031,42.448,40.919,39.444,38.021,36.65,35.329,34.055,32.827,31.643,30.501,29.4,30.0,30.6,31.2,31.7,32.1,32.2,32.2,31.9,31.5,31.0,30.5,29.9,29.4,28.9,28.6,28.2,27.9,27.3,26.6,25.6,24.5,23.5,22.5,21.5,20.5,19.6,18.7,17.8,17.1,16.5,16.2,16.1,16.1,16.2,16.3,16.3,16.2,16.0,15.6,15.1,14.5,13.8,13.2,12.6,12.0,11.5,11.0,10.6,10.489,10.25,10.022,9.81
17,Bahrain,Child mortality (under age five),bhr,u5mr,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.79,439.78,439.75,439.68,439.56,439.39,439.15,438.84,438.46,438.01,437.5,436.91,436.26,435.54,434.75,433.89,432.97,432.01,431.01,429.99,428.96,427.92,426.89,425.86,424.83,423.79,422.76,421.73,420.7,419.67,418.63,417.6,416.57,415.54,414.51,413.47,412.44,411.41,411.06,410.707,410.341,409.981,409.617,400.565,391.724,381.817,373.237,364.779,356.494,347.192,339.134,331.213,323.407,314.66,315.177,315.693,316.209,316.725,315.21,311.354,305.849,298.695,289.9,279.5,256.8,236.2,216.9,199.1,182.3,166.6,152.1,138.7,126.1,114.5,103.9,94.0,85.0,76.8,69.4,62.8,57.0,51.9,47.5,43.7,40.3,37.4,34.8,32.4,30.4,28.7,27.2,26.0,24.9,24.2,23.6,23.4,23.2,23.0,22.6,22.0,21.0,19.6,18.1,16.6,15.2,14.1,13.2,12.5,12.0,11.6,11.3,11.0,10.6,10.2,9.8,9.4,9.0,8.6,8.3,8.1,7.9,7.8,7.7,7.6,7.288,7.1,6.921,6.75
18,Bangladesh,Child mortality (under age five),bgd,u5mr,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,507.88,510.9,515.42,518.51,521.6,524.7,529.34,532.48,535.66,540.44,543.62,545.21,546.81,550.09,551.72,553.36,555.0,556.64,559.91,561.5,563.05,562.91,564.37,564.07,565.35,564.87,565.97,565.31,566.23,565.38,566.12,561.75,558.97,554.46,550.01,545.53,542.63,538.13,533.65,530.77,526.4,522.05,519.25,514.92,510.61,506.36,503.64,499.46,495.29,492.6,488.46,477.26,464.89,454.14,442.3,431.858,420.346,410.3,399.245,389.634,379.014,369.749,359.534,350.652,340.821,332.242,334.127,336.023,337.93,339.848,341.777,343.716,345.666,347.628,349.6,339.2,329.3,319.7,310.2,301.2,292.6,284.3,276.6,269.2,262.3,255.8,249.6,244.0,239.0,234.8,231.2,228.3,226.2,224.6,265.0,245.0,245.0,220.6,265.0,217.0,214.3,211.1,207.3,203.1,198.6,194.0,189.2,184.3,179.0,173.5,167.8,161.8,155.8,149.8,143.8,137.8,131.7,125.7,119.7,113.9,108.3,102.7,97.3,92.2,87.4,82.8,78.4,74.3,70.3,66.5,62.8,59.3,55.8,52.6,49.4,46.5,43.7,41.1,38.6,36.3,34.2,33.304,31.976,30.722,29.517
19,Barbados,Child mortality (under age five),brb,u5mr,469.76,471.416,473.077,474.744,476.417,478.097,479.782,481.472,483.169,484.872,486.581,488.296,490.017,491.744,493.477,495.216,496.961,498.713,500.471,502.234,504.004,505.781,507.563,509.352,511.147,512.949,514.757,516.571,518.391,520.218,522.052,523.892,525.738,527.591,529.45,531.316,533.189,535.068,536.954,538.846,540.745,542.651,544.564,546.483,548.409,550.342,552.281,554.228,556.181,558.141,560.108,562.082,564.063,566.051,568.046,570.048,572.057,574.073,576.097,578.127,580.164,582.209,584.261,586.32,588.387,590.46,592.541,594.63,596.725,598.828,600.939,603.057,605.182,607.315,609.455,611.603,613.759,615.922,618.093,620.271,622.457,624.651,626.852,629.062,631.279,633.504,635.736,637.977,640.225,642.482,644.746,647.018,649.299,651.587,653.883,656.188,658.501,660.821,663.15,665.487,667.833,670.187,672.549,674.919,677.298,679.685,682.08,490.44,518.05,409.33,435.23,427.11,675.58,394.8,654.47,313.89,393.18,469.33,333.4,571.64,438.48,651.22,304.08,597.63,483.95,506.68,509.93,326.89,537.54,388.35,375.39,483.76,321.738,381.431,415.088,356.969,321.233,351.842,358.133,314.387,291.453,362.53,283.032,265.47,276.235,239.235,258.538,268.25,247.938,201.964,194.433,190.544,182.942,175.694,168.8,145.5,126.4,111.3,99.5,90.6,83.7,78.0,73.1,68.7,64.8,61.3,58.2,55.5,53.0,50.5,48.1,45.7,43.4,41.1,38.8,36.7,34.6,32.5,30.6,28.9,27.2,25.9,24.7,23.7,22.8,22.0,21.2,20.4,19.6,18.7,17.8,17.0,16.2,15.6,15.1,14.7,14.5,14.4,14.4,14.6,14.8,15.0,15.2,15.4,15.5,15.4,15.2,15.0,14.7,14.5,14.2,13.9,13.6,13.3,13.0,12.6,12.3,11.848,11.494,11.156,10.835
20,Belarus,Child mortality (under age five),blr,u5mr,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.67,365.66,365.63,365.57,365.48,365.33,365.13,364.88,357.54,350.25,344.11,336.9,329.7,322.57,316.55,309.48,302.48,295.52,289.7,282.88,276.18,269.56,264.0,257.56,251.18,244.92,238.73,233.55,227.53,221.58,215.73,210.81,205.13,199.51,193.97,189.32,183.89,178.58,177.381,176.866,175.356,173.704,171.895,169.922,168.698,166.454,164.107,161.617,159.881,157.158,154.305,151.379,149.198,146.078,142.849,139.513,137.014,133.727,126.777,113.435,101.208,90.094,80.091,71.189,63.361,56.564,50.728,45.762,41.556,37.986,34.922,32.256,29.922,27.903,26.221,24.879,23.827,23.04,22.508,22.207,22.091,22.091,22.128,22.129,22.052,21.867,21.552,21.1,20.2,19.4,18.7,18.1,17.6,17.0,16.4,15.9,15.4,15.2,15.2,15.3,15.5,15.7,15.7,15.5,15.1,14.5,13.7,12.8,11.8,10.9,10.0,9.3,8.5,7.8,7.2,6.6,6.0,5.5,5.1,4.8,4.5,4.2,4.0,3.9,3.793,3.717,3.635,3.536
21,Belgium,Child mortality (under age five),bel,u5mr,322.4,322.4,322.4,322.4,322.4,322.4,322.4,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,320.22,320.22,320.22,320.22,320.22,320.22,319.415,318.612,317.811,317.012,316.215,315.42,314.627,313.836,313.047,312.26,271.62,281.07,300.8,308.99,300.8,295.89,275.42,293.2,274.85,250.22,261.46,293.87,304.51,270.11,291.56,243.69,258.48,258.26,254.07,280.3,308.01,278.97,283.3,279.36,292.26,223.96,273.42,258.87,280.07,289.19,317.52,319.82,258.3,270.42,264.52,275.02,340.46,294.28,252.14,243.57,272.75,250.5,240.43,239.64,246.28,274.72,241.85,233.55,235.39,249.02,230.3,265.88,231.58,248.31,251.04,256.22,255.4,261.84,255.38,225.88,246.82,217.03,210.76,224.04,240.18,234.54,204.05,207.91,212.8,212.37,202.03,210.45,188.63,207.03,195.89,193.81,218.25,176.56,179.38,205.35,195.97,179.05,224.05,212.85,183.19,160.18,157.54,146.28,130.14,120.2,129.53,131.97,125.78,120.8,140.3,129.29,109.794,114.967,111.695,99.992,102.015,104.57,102.165,101.371,99.26,105.709,102.519,102.34,96.444,100.492,116.487,92.567,76.572,66.582,62.57,58.174,56.734,53.91,51.2,48.3,45.5,42.7,40.1,37.7,35.7,33.9,32.4,31.2,30.0,28.9,27.9,27.0,26.2,25.5,24.8,24.0,23.0,21.9,20.8,19.6,18.6,17.6,16.7,15.9,15.2,14.5,13.9,13.3,12.7,12.2,11.8,11.4,11.0,10.7,10.3,10.0,9.6,9.2,8.7,8.2,7.6,7.1,6.7,6.4,6.1,5.9,5.7,5.5,5.3,5.2,5.0,4.9,4.8,4.7,4.6,4.5,4.4,4.3,4.2,4.1,4.0,3.9,3.694,3.548,3.41,3.281
22,Belize,Child mortality (under age five),blz,u5mr,467.2,463.87,460.564,457.281,454.022,450.786,447.573,444.383,441.215,438.071,434.948,431.848,428.77,425.714,422.68,419.667,416.676,413.706,410.757,407.83,404.923,402.037,399.171,396.326,393.501,390.696,387.912,385.147,382.402,379.676,376.97,374.283,371.615,368.967,366.337,363.726,361.133,358.559,356.004,353.466,350.947,348.445,345.962,343.496,341.048,338.617,336.203,333.807,331.428,329.066,326.72,324.392,322.079,319.784,317.504,315.241,312.995,310.764,308.549,306.35,304.166,301.998,299.846,297.708,295.586,293.48,291.388,289.311,287.249,285.202,283.169,281.15,279.147,277.157,275.181,273.22,271.273,269.339,267.419,265.513,263.621,261.742,259.876,258.024,256.185,254.359,252.546,250.746,248.959,247.184,245.423,243.673,241.937,240.212,238.5,236.8,235.112,233.437,231.773,230.121,228.481,226.852,225.235,223.63,222.036,220.453,218.882,217.322,215.773,214.235,212.708,211.192,209.687,208.192,206.708,205.235,203.772,202.32,200.878,199.446,198.024,196.613,195.212,193.82,192.439,191.067,189.705,188.353,187.011,185.678,184.354,183.882,183.408,182.931,182.452,181.97,181.485,180.999,180.51,180.019,179.525,179.03,178.532,178.033,177.531,177.028,176.523,176.016,175.507,174.996,174.484,172.191,167.667,163.27,158.998,154.852,150.824,146.907,143.083,139.329,135.612,131.903,128.176,124.422,120.65,116.902,113.236,109.7,105.3,100.9,96.8,92.9,89.0,85.5,82.0,78.9,75.9,73.1,70.5,68.0,65.5,63.0,60.5,57.9,55.3,52.6,49.8,47.0,44.2,41.6,39.0,36.6,34.5,32.6,30.9,29.5,28.2,27.1,26.0,25.1,24.1,23.3,22.6,22.0,21.4,21.0,20.5,20.1,19.7,19.3,18.8,18.2,17.6,17.0,16.3,15.6,14.9,14.386,13.835,13.323,12.849
23,Benin,Child mortality (under age five),ben,u5mr,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.45,430.42,430.35,430.24,430.07,429.83,429.53,429.16,428.72,428.22,427.64,427.0,426.3,425.52,424.68,423.78,422.84,421.86,420.86,419.85,418.84,417.83,416.82,415.81,414.8,413.79,412.78,411.77,410.76,409.75,408.74,407.73,406.72,405.71,404.7,403.69,402.68,401.963,401.244,400.524,399.802,399.079,398.354,397.628,396.901,396.172,395.441,390.421,385.464,380.569,375.737,370.965,366.255,361.603,357.011,352.477,348.0,345.4,342.9,340.2,338.0,335.7,333.1,330.0,326.5,322.7,318.4,313.4,307.5,301.0,294.4,287.9,281.8,276.5,272.1,268.4,265.2,261.8,258.0,253.2,247.8,241.7,235.4,229.1,223.4,218.6,214.7,211.4,208.2,205.0,201.6,198.1,194.5,190.8,187.0,182.8,178.4,173.7,169.0,164.6,160.9,157.7,155.0,152.8,150.4,147.6,144.4,140.7,136.6,132.5,128.2,124.4,121.0,118.1,115.6,113.2,111.1,109.2,107.2,105.1,102.8,100.3,97.6,96.533,94.744,93.011,91.334
24,Bermuda,Child mortality (under age five),bmu,u5mr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
